Guntur,Andhra Pradesh (AP),2016,6.9,3.8,4.5,2.3,4.4,2.0,1.0,42,2634,7.9,6.8,22,25,53
Howrah,West Bengal (WB),2014,5.9,6.4,8.0,4.2,3.7,1.6,0.8,45,3161,8.2,17.4,39,39,22
Howrah,West Bengal (WB),2015,4.8,5.0,7.9,5.7,4.1,1.1,1.0,60,2509,9.1,7.4,39,29,32
Howrah,West Bengal (WB),2016,5.9,2.9,6.8,5.9,5.3,1.0,0.8,46,2835,8.7,20.2,29,31,40
Muzaffarpur,Bihar (BR),2014,3.2,2.5,6.7,5.6,5.5,1.3,0.7,38,2926,15.0,16.0,38,39,23
Muzaffarpur,Bihar (BR),2015,4.2,3.3,7.0,6.5,5.1,1.7,0.7,35,2853,9.4,15.1,37,35,28
Muzaffarpur,Bihar (BR),2016,5.9,7.8,7.7,4.8,2.7,1.2,0.7,36,2737,14.9,15.9,23,28,49
Belgaum,Karnataka (KA),2014,6.9,3.2,6.8,4.0,3.8,1.2,0.5,32,3040,5.9,7.5,25,40,35
Belgaum,Karnataka (KA),2015,3.1,4.1,7.5,4.0,3.4,2.0,0.8,55,3196,8.9,10.0,31,28,41
Belgaum,Karnataka (KA),2016,3.0,6.1,6.8,5.8,4.4,1.7,0.9,54,2827,9.7,20.5,27,28,45
Moradabad,Uttar Pradesh (UP),2014,4.0,7.4,5.2,4.9,2.7,1.5,0.7,35,2634,11.4,16.0,30,32,38
Moradabad,Uttar Pradesh (UP),2015,6.9,3.2,4.1,2.7,3.9,1.8,0.7,36,2957,14.9,17.9,32,38,30
Moradabad,Uttar Pradesh (UP),2016,4.1,4.1,8.3,4.7,3.9,1.4,0.6,48,3223,3.3,23.2,36,30,34
Chennai,Tamil Nadu (TN),2014,6.9,6.2,7.7,2.9,2.5,1.1,0.7,36,2811,9.8,19.4,22,28,50
Chennai,Tamil Nadu (TN),2015,3.9,5.8,8.6,5.4,4.0,1.4,1.0,37,2543,11.8,22.4,33,33,34
Chennai,Tamil Nadu (TN),2016,5.2,4.0,6.3,6.9,3.8,1.3,0.6,51,3398,10.1,4.5,40,28,32
Ghaziabad,Uttar Pradesh (UP),2014,6.5,3.6,5.3,5.9,5.3,2.0,0.7,43,2753,8.7,4.2,35,29,36
Ghaziabad,Uttar Pradesh (UP),2015,5.5,7.5,9.0,5.1,3.2,2.0,1.0,49,3401,4.9,12.1,34,25,41
Ghaziabad,Uttar Pradesh (UP),2016,6.2,5.1,6.5,2.5,4.4,1.0,0.9,40,3104,11.6,23.4,27,32,41
Nagpur,Maharashtra (MH),2014,6.5,6.7,8.6,2.8,4.7,1.9,0.7,57,3292,12.9,5.3,36,38,26
Nagpur,Maharashtra (MH),2015,6.8,7.5,7.4,4.7,5.1,1.5,0.7,42,3385,11.7,4.1,26,34,40
Nagpur,Maharashtra (MH),2016,6.1,3.8,5.4,7.0,3.6,1.2,0.6,42,3390,8.2,21.5,34,35,31
Azamgarh,Uttar Pradesh (UP),2014,3.6,7.8,7.2,3.5,5.2,1.2,0.8,43,2951,6.6,16.2,33,32,35
Azamgarh,Uttar Pradesh (UP),2015,3.5,7.8,5.9,6.8,3.1,1.9,1.0,37,3152,11.4,24.7,34,36,30
Azamgarh,Uttar Pradesh (UP),2016,4.9,7.1,6.5,5.3,4.7,1.0,0.7,45,2609,5.5,11.5,22,40,38
Lucknow,Uttar Pradesh (UP),2014,6.2,2.8,4.4,6.5,4.3,1.5,0.8,51,3219,9.3,10.3,39,25,36
Lucknow,Uttar Pradesh (UP),2015,5.5,4.9,7.9,4.9,2.9,1.8,0.8,42,3496,9.1,5.3,28,38,34
Lucknow,Uttar Pradesh (UP),2016,5.6,5.7,6.9,4.5,5.3,1.8,0.9,50,2697,10.1,24.4,22,39,39
Kanpur Nagar,Uttar Pradesh (UP),2014,3.4,4.6,8.2,4.5,4.8,1.2,0.9,33,3423,9.0,2.7,23,35,42
Kanpur Nagar,Uttar Pradesh (UP),2015,6.6,5.6,6.3,4.8,3.9,1.2,0.9,60,2796,9.6,20.0,35,29,36
Kanpur Nagar,Uttar Pradesh (UP),2016,6.1,3.7,6.7,3.1,5.4,1.6,0.9,34,3392,5.3,16.5,35,28,37
Ahmednagar,Maharashtra (MH),2014,4.7,7.0,8.5,4.3,2.7,1.1,1.0,38,2720,6.3,17.8,35,30,35
Ahmednagar,Maharashtra (MH),2015,4.9,5.1,8.5,3.7,4.5,1.1,0.5,40,2518,7.8,5.6,40,31,29
Ahmednagar,Maharashtra (MH),2016,4.8,2.7,5.3,6.0,3.3,1.5,0.6,55,3175,6.8,24.9,21,27,52
Krishna,Andhra Pradesh (AP),2014,5.8,3.4,7.9,3.8,4.4,1.1,0.5,56,3383,11.3,3.7,32,39,29
Krishna,Andhra Pradesh (AP),2015,5.8,3.5,7.6,4.7,4.3,1.2,0.5,31,2817,12.9,18.7,24,29,47
Krishna,Andhra Pradesh (AP),2016,6.3,8.0,6.6,4.1,3.7,2.0,0.6,60,3430,15.3,4.3,25,29,46
Kolkata,West Bengal (WB),2014,6.8,6.0,5.1,4.2,5.2,1.9,0.5,34,2594,14.3,7.8,31,27,42
Kolkata,West Bengal (WB),2015,3.4,6.8,4.4,5.1,4.6,2.0,0.5,51,2729,10.6,18.4,29,38,33
Kolkata,West Bengal (WB),2016,6.2,5.9,4.2,4.1,3.6,1.1,0.6,51,2860,11.9,14.4,30,36,34
Jaunpur district,Uttar Pradesh (UP),2014,3.4,6.9,7.0,7.0,3.5,1.8,0.5,60,2939,13.3,3.1,24,31,45
Jaunpur district,Uttar Pradesh (UP),2015,4.0,6.1,4.3,4.0,3.8,1.2,0.9,31,2520,15.7,15.4,38,36,26
Jaunpur district,Uttar Pradesh (UP),2016,6.5,5.9,8.4,3.8,3.7,1.0,0.5,39,2764,4.9,11.5,26,33,41
Madhubani,Bihar (BR),2014,7.0,5.9,5.6,6.0,5.4,1.1,0.5,46,3433,3.2,11.5,24,25,51
Madhubani,Bihar (BR),2015,4.4,5.9,7.1,3.5,2.7,1.4,0.9,57,2900,8.3,4.3,34,38,28
Madhubani,Bihar (BR),2016,5.0,3.5,8.6,4.6,5.1,1.9,1.0,44,3416,3.7,21.8,39,36,25
Sitapur,Uttar Pradesh (UP),2014,5.0,3.8,6.6,6.7,5.3,1.7,0.9,38,2967,14.3,17.8,39,26,35
Sitapur,Uttar Pradesh (UP),2015,5.8,5.3,5.0,2.6,2.5,1.5,0.5,55,3465,12.7,22.7,33,33,34
Sitapur,Uttar Pradesh (UP),2016,5.9,2.7,4.6,2.4,2.9,1.7,1.0,31,3125,8.4,20.5,28,34,38
Bareilly,Uttar Pradesh (UP),2014,7.0,3.0,7.9,5.5,5.3,1.1,0.8,60,3222,3.0,17.9,36,29,35
Bareilly,Uttar Pradesh (UP),2015,4.0,4.8,5.8,2.6,5.0,1.5,1.0,51,2881,14.4,18.1,29,39,32
Bareilly,Uttar Pradesh (UP),2016,4.4,7.8,7.1,5.3,2.6,1.1,1.0,54,2940,4.6,24.4,28,38,34
Gorakhpur,Uttar Pradesh (UP),2014,4.3,5.2,6.8,3.1,2.6,1.9,0.6,44,2606,7.9,17.1,34,39,27
Gorakhpur,Uttar Pradesh (UP),2015,5.5,8.0,6.7,3.8,4.6,1.1,0.9,44,2676,14.6,14.6,38,35,27
Gorakhpur,Uttar Pradesh (UP),2016,6.2,7.9,7.7,2.4,3.5,1.5,0.8,32,2520,15.6,11.4,27,35,38
Purba Medinipur,West Bengal (WB),2014,6.8,6.9,5.6,4.7,5.4,1.2,0.7,58,2704,11.0,8.9,30,33,37
Purba Medinipur,West Bengal (WB),2015,4.8,2.7,6.2,4.9,5.3,1.5,1.0,49,2851,14.0,8.3,20,40,40
Purba Medinipur,West Bengal (WB),2016,3.8,4.1,5.1,3.8,4.0,1.8,1.0,59,3344,7.2,11.4,34,37,29
Agra,Uttar Pradesh (UP),2014,5.7,7.5,6.3,2.3,4.8,1.8,0.6,45,2539,11.3,23.9,27,37,36
Agra,Uttar Pradesh (UP),2015,3.1,3.7,5.8,3.0,4.5,1.2,0.7,45,2618,5.3,13.9,29,37,34
Agra,Uttar Pradesh (UP),2016,5.7,5.6,7.5,7.0,5.5,1.4,0.5,44,3275,5.5,22.6,30,35,35
Gaya,Bihar (BR),2014,6.1,5.5,8.5,2.4,4.8,2.0,0.5,57,3495,8.3,18.3,27,32,41
Gaya,Bihar (BR),2015,4.7,3.3,6.1,4.1,2.8,1.1,1.0,47,2914,12.2,15.4,34,25,41
Gaya,Bihar (BR),2016,4.0,6.9,8.4,3.2,2.6,1.5,0.9,38,3025,9.1,16.6,29,31,40
Solapur,Maharashtra (MH),2014,4.1,4.9,8.3,5.6,5.2,1.7,0.8,44,3412,11.6,18.6,27,40,33
Solapur,Maharashtra (MH),2015,5.3,6.1,5.8,6.2,4.7,1.9,0.5,60,3126,6.1,9.6,28,32,40
Solapur,Maharashtra (MH),2016,7.0,3.2,5.5,4.6,4.9,1.4,0.9,36,2750,10.6,2.6,34,39,27
Visakhapatnam,Andhra Pradesh (AP),2014,4.0,4.1,7.1,4.8,3.8,1.4,0.6,34,2929,14.1,20.8,38,36,26
Visakhapatnam,Andhra Pradesh (AP),2015,3.6,7.2,4.5,6.9,5.2,1.6,1.0,53,3245,7.6,20.8,34,30,36
Visakhapatnam,Andhra Pradesh (AP),2016,3.9,5.5,6.0,7.0,3.0,1.3,0.9,43,2510,15.8,6.0,39,34,27
Samastipur,Bihar (BR),2014,5.7,5.3,8.7,3.5,2.5,1.6,0.8,53,3348,6.0,10.4,32,33,35
Samastipur,Bihar (BR),2015,3.4,5.7,7.7,2.0,3.6,2.0,0.8,30,2690,11.2,18.0,30,32,38
Samastipur,Bihar (BR),2016,6.4,5.3,4.0,6.6,4.0,1.7,0.8,55,2889,7.7,3.8,23,36,41
Jalgaon,Maharashtra (MH),2014,7.0,6.2,7.2,5.9,4.2,1.5,0.6,30,2545,9.1,16.2,35,37,28
Jalgaon,Maharashtra (MH),2015,4.5,7.0,5.6,6.6,2.8,1.7,0.7,37,2778,7.3,11.6,20,27,53
Jalgaon,Maharashtra (MH),2016,7.0,3.6,4.8,6.7,3.1,1.0,0.9,38,3338,6.9,19.9,33,30,37
Chittoor,Andhra Pradesh (AP),2014,6.3,4.3,5.8,6.7,4.4,1.5,0.6,47,3266,3.1,20.3,22,39,39
Chittoor,Andhra Pradesh (AP),2015,5.9,5.3,4.5,3.6,2.7,1.3,0.9,40,3147,3.5,7.3,22,26,52
Chittoor,Andhra Pradesh (AP),2016,6.2,3.6,7.7,6.8,2.9,1.7,0.7,47,3285,11.7,8.4,28,34,38
Muzaffarnagar,Uttar Pradesh (UP),2014,4.6,2.8,6.9,3.5,2.8,1.6,0.9,43,3167,9.2,7.8,32,35,33
Muzaffarnagar,Uttar Pradesh (UP),2015,7.0,4.5,6.8,6.5,4.9,2.0,0.5,52,2570,10.0,10.9,24,29,47
Muzaffarnagar,Uttar Pradesh (UP),2016,4.8,3.3,8.9,5.1,4.8,1.1,0.9,43,3074,8.8,19.1,24,32,44
Malappuram,Kerala (KL),2014,5.1,3.9,7.1,6.4,5.0,1.3,0.9,58,2737,5.6,10.7,24,38,38
Malappuram,Kerala (KL),2015,6.1,5.1,7.5,3.0,2.5,1.7,0.9,45,3332,11.8,4.3,21,25,54
Malappuram,Kerala (KL),2016,5.0,2.5,8.1,6.7,4.2,1.2,0.7,52,3271,4.9,2.9,35,37,28
Hardoi,Uttar Pradesh (UP),2014,3.7,6.7,8.1,3.3,2.6,1.7,0.5,33,3264,6.4,8.7,21,30,49
Hardoi,Uttar Pradesh (UP),2015,6.5,8.0,6.8,6.4,5.0,1.6,0.9,50,2720,4.3,24.6,40,40,20
Hardoi,Uttar Pradesh (UP),2016,5.5,3.1,6.8,6.8,2.8,1.4,0.9,60,3110,16.7,19.1,20,40,40
Anantapur,Andhra Pradesh (AP),2014,4.3,6.8,7.9,5.4,5.1,1.0,1.0,31,3489,6.4,12.5,29,36,35
Anantapur,Andhra Pradesh (AP),2015,4.5,6.2,7.8,4.6,3.6,1.4,0.7,39,3125,4.3,15.0,24,39,37
Anantapur,Andhra Pradesh (AP),2016,5.9,6.1,5.5,4.2,2.6,1.3,1.0,57,2978,16.0,15.7,37,29,34
Raipur,Chhattisgarh (CG),2014,4.6,7.2,5.1,5.7,3.9,1.2,0.6,47,2553,16.9,8.4,31,38,31
Raipur,Chhattisgarh (CG),2015,3.1,4.2,8.8,2.2,5.3,1.6,0.9,55,2658,9.2,21.4,27,34,39
Raipur,Chhattisgarh (CG),2016,6.6,3.2,4.0,6.6,2.9,1.0,0.9,47,3128,12.8,5.9,23,31,46
Kurnool,Andhra Pradesh (AP),2014,6.0,7.4,6.4,2.3,3.4,1.4,0.9,51,3080,5.5,12.4,28,34,38
Kurnool,Andhra Pradesh (AP),2015,5.3,6.4,6.0,6.3,3.4,1.4,0.7,54,3092,3.0,19.3,40,35,25
Kurnool,Andhra Pradesh (AP),2016,7.0,3.5,5.4,6.3,2.8,1.3,0.9,36,3264,12.2,7.3,33,27,40
Mahbubnagar,Telangana (TS),2014,5.8,6.6,5.6,7.0,4.7,1.6,0.5,42,3096,5.3,10.8,20,29,51
Mahbubnagar,Telangana (TS),2015,3.4,5.7,7.9,4.4,5.1,1.4,0.6,46,2510,10.4,14.5,28,35,37
Mahbubnagar,Telangana (TS),2016,3.5,7.6,8.7,4.3,3.8,2.0,0.5,52,3270,11.4,16.6,34,34,32
Lakhimpur Kheri,Uttar Pradesh (UP),2014,6.0,6.6,7.9,4.5,4.5,1.2,0.9,33,3451,10.5,20.0,31,25,44
Lakhimpur Kheri,Uttar Pradesh (UP),2015,5.5,7.3,6.7,2.2,5.2,1.1,0.9,50,2606,3.5,10.3,33,35,32
Lakhimpur Kheri,Uttar Pradesh (UP),2016,6.7,3.1,6.9,4.0,2.8,1.6,0.8,43,3092,16.0,17.8,30,30,40
Hyderabad,Telangana (TS),2014,5.2,6.3,5.4,5.6,5.2,1.9,0.6,34,3331,5.2,4.7,35,32,33
Hyderabad,Telangana (TS),2015,5.1,4.9,7.9,4.2,4.6,1.7,0.6,55,2883,6.8,8.0,31,36,33
Hyderabad,Telangana (TS),2016,3.1,4.6,5.8,2.0,4.6,1.3,0.5,31,3469,12.7,16.7,38,40,22
Maldah,West Bengal (WB),2014,5.8,3.4,6.2,3.3,2.7,1.6,0.7,55,2754,14.4,7.1,36,36,28
Maldah,West Bengal (WB),2015,3.5,4.2,5.9,3.1,4.5,1.4,0.8,36,3100,8.7,17.3,28,38,34
Maldah,West Bengal (WB),2016,6.4,5.9,6.4,3.7,5.0,1.9,0.7,55,3161,11.2,8.0,37,30,33
Madurai,Tamil Nadu (TN),2014,5.6,4.4,4.0,6.5,2.6,2.0,0.9,58,2764,11.7,2.9,20,31,49
Madurai,Tamil Nadu (TN),2015,3.7,6.2,5.1,4.8,3.0,1.9,0.7,52,3457,8.0,4.4,21,36,43
Madurai,Tamil Nadu (TN),2016,4.1,8.0,4.3,6.2,4.0,1.1,0.8,44,3224,4.1,21.3,29,32,39
Kanchipuram,Tamil Nadu (TN),2014,4.5,6.3,4.2,5.9,4.3,1.7,0.8,33,2622,5.0,3.2,31,25,44
Kanchipuram,Tamil Nadu (TN),2015,6.7,7.4,8.9,6.5,4.1,1.0,1.0,54,2501,13.6,17.4,21,33,46
Kanchipuram,Tamil Nadu (TN),2016,5.3,4.7,8.9,4.3,4.7,1.3,1.0,32,3000,6.3,17.5,36,25,39
Saran,Bihar (BR),2014,6.0,5.3,5.1,6.7,5.1,1.6,0.5,38,2511,3.2,15.0,35,33,32
Saran,Bihar (BR),2015,4.2,5.3,4.6,3.6,4.1,1.8,0.5,51,3146,14.3,22.4,24,27,49
Saran,Bihar (BR),2016,6.7,6.6,4.0,6.5,3.4,1.9,0.7,55,3028,11.2,2.2,27,33,40
West Champaran,Bihar (BR),2014,3.2,5.0,4.8,3.3,4.0,1.8,0.7,57,2964,8.9,18.8,21,33,46
West Champaran,Bihar (BR),2015,6.1,7.6,8.2,2.6,4.6,1.9,1.0,55,2944,3.9,8.7,22,39,39
West Champaran,Bihar (BR),2016,5.4,2.7,5.6,2.2,3.6,1.5,1.0,47,3088,12.9,18.1,33,40,27
West Godavari,Andhra Pradesh (AP),2014,4.8,4.9,7.1,3.1,4.7,1.5,0.9,50,3232,8.1,8.3,22,27,51
West Godavari,Andhra Pradesh (AP),2015,4.6,4.1,5.1,3.7,3.3,1.0,0.8,30,2716,15.3,17.2,22,27,51
West Godavari,Andhra Pradesh (AP),2016,6.8,6.7,5.8,6.1,2.5,1.5,0.7,59,2841,9.1,7.1,22,40,38
Vellore,Tamil Nadu (TN),2014,4.5,6.5,6.3,2.3,4.0,1.6,0.5,44,2556,5.1,23.0,33,27,40
Vellore,Tamil Nadu (TN),2015,5.3,6.7,8.6,6.3,3.6,1.3,0.5,39,2764,4.3,24.0,32,32,36
Vellore,Tamil Nadu (TN),2016,5.9,7.0,6.9,2.8,2.9,1.3,0.5,37,3077,10.1,4.2,21,32,47
Darbhanga,Bihar (BR),2014,4.0,6.6,6.6,2.8,5.2,1.5,0.8,49,2819,11.6,17.9,33,38,29
Darbhanga,Bihar (BR),2015,6.2,6.0,6.3,2.5,3.5,1.4,0.7,33,2865,10.7,10.1,36,38,26
Darbhanga,Bihar (BR),2016,5.1,5.6,4.1,3.4,3.3,1.2,0.8,31,2926,14.0,13.7,32,40,28
Kolhapur,Maharashtra (MH),2014,3.7,2.8,8.1,3.2,2.7,1.9,0.6,40,2905,10.3,15.9,35,25,40
Kolhapur,Maharashtra (MH),2015,6.3,5.2,5.4,2.0,3.7,1.7,0.8,52,3264,5.4,10.9,28,31,41
Kolhapur,Maharashtra (MH),2016,5.1,7.8,6.7,2.7,2.9,1.3,0.6,60,3220,10.0,9.3,31,30,39
Jalpaiguri,West Bengal (WB),2014,4.1,4.6,8.2,3.9,4.1,2.0,0.7,42,2694,11.7,25.0,40,29,31
Jalpaiguri,West Bengal (WB),2015,6.6,3.1,8.1,3.1,4.7,1.8,0.9,53,2786,16.8,14.1,24,31,45
Jalpaiguri,West Bengal (WB),2016,6.4,6.0,4.1,4.8,5.5,2.0,1.0,51,3168,5.1,16.0,26,34,40
Karimnagar,Telangana (TS),2014,3.1,4.9,4.4,6.7,4.9,1.5,0.5,55,3051,3.8,23.7,30,27,43
Karimnagar,Telangana (TS),2015,4.6,7.0,9.0,3.4,4.7,1.5,0.6,57,2630,8.8,13.4,36,40,24
Karimnagar,Telangana (TS),2016,5.8,4.1,6.3,5.9,5.5,1.2,0.9,42,3304,11.2,20.0,26,33,41
Sultanpur,Uttar Pradesh (UP),2014,5.1,4.6,7.0,2.9,2.6,1.9,0.6,37,2555,5.3,2.0,26,28,46
Sultanpur,Uttar Pradesh (UP),2015,3.6,4.2,9.0,6.5,3.4,1.9,0.7,31,2540,15.0,9.9,23,40,37
Sultanpur,Uttar Pradesh (UP),2016,4.9,3.5,4.3,5.6,4.6,1.6,0.9,51,2810,11.2,21.0,31,26,43
Tiruvallur,Tamil Nadu (TN),2014,3.7,6.4,8.1,2.3,4.1,1.0,0.8,56,3097,8.2,24.0,33,38,29
Tiruvallur,Tamil Nadu (TN),2015,3.1,7.2,7.1,2.4,3.4,1.4,0.6,38,3036,13.9,5.8,27,32,41
Tiruvallur,Tamil Nadu (TN),2016,5.7,6.0,4.1,5.8,3.2,1.5,0.5,41,3404,6.0,14.2,40,30,30
Budaun,Uttar Pradesh (UP),2014,6.8,2.5,5.8,5.8,4.1,1.4,0.7,56,3160,9.3,24.2,26,40,34
